,Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate,PropertyType,TotalVacDays,Program,LocalGovtAuthority,Year
16242,4102,1,,1/06/2019,1/07/2019,1/07/2019,,FORTITUDE VALLEY HSC,11,14,,,South Brisbane,Apartment,25.0,Public Housing,Brisbane,2019
16243,4102,1,,1/11/2019,1/01/2020,1/01/2020,,FORTITUDE VALLEY HSC,48,23,,,South Brisbane,Apartment,71.0,Public Housing,Brisbane,2020
16244,4102,2,,1/03/2020,1/04/2020,1/04/2020,,FORTITUDE VALLEY HSC,9,25,,,South Brisbane,Apartment,34.0,Public Housing,Brisbane,2020
16245,4102,1,,1/04/2020,1/04/2020,1/05/2020,,FORTITUDE VALLEY HSC,22,2,,,South Brisbane,Apartment,24.0,Public Housing,Brisbane,2020
16246,4102,2,,1/11/2019,1/12/2019,1/12/2019,,FORTITUDE VALLEY HSC,10,15,,,South Brisbane,Apartment,25.0,Public Housing,Brisbane,2019
16247,4121,1,,1/02/2020,1/03/2020,1/04/2020,,BURANDA HSC,18,29,,,Greenslopes,Apartment,47.0,Public Housing,Brisbane,2020
16248,4121,1,,1/01/2020,1/01/2020,1/02/2020,,BURANDA HSC,11,11,,,Greenslopes,Apartment,22.0,Public Housing,Brisbane,2020
16249,4169,2,,1/11/2019,1/11/2019,1/11/2019,,FORTITUDE VALLEY HSC,7,0,,,South Brisbane,Apartment,7.0,Public Housing,Brisbane,2019
16250,4169,2,,1/11/2019,1/11/2019,1/12/2019,,FORTITUDE VALLEY HSC,14,25,,,South Brisbane,Apartment,39.0,Public Housing,Brisbane,2019
16251,4059,2,,1/08/2019,1/08/2019,1/09/2019,,FORTITUDE VALLEY HSC,12,13,,,Cooper,Apartment,25.0,Public Housing,Brisbane,2019
16252,4178,3,,1/02/2020,1/02/2020,1/03/2020,,BAYSIDE HSC,15,29,,,Lytton,Townhouse,44.0,Public Housing,Brisbane,2020
16253,4178,3,,1/10/2019,1/11/2019,1/11/2019,,BAYSIDE HSC,11,4,,,Lytton,Townhouse,15.0,Public Housing,Brisbane,2019
16254,4178,2,,1/12/2019,1/12/2019,1/12/2019,,BAYSIDE HSC,14,5,,,Lytton,Townhouse,19.0,Public Housing,Brisbane,2019
16255,4178,2,,1/11/2019,1/03/2020,1/03/2020,,BAYSIDE HSC,120,5,,,Lytton,Townhouse,125.0,Public Housing,Brisbane,2020
16256,4178,2,,1/06/2019,1/07/2019,1/07/2019,,BAYSIDE HSC,16,1,,,Lytton,Townhouse,17.0,Public Housing,Brisbane,2019
16257,4178,2,,1/01/2019,1/07/2019,1/07/2019,,BAYSIDE HSC,168,7,,,Lytton,Townhouse,175.0,Public Housing,Brisbane,2019
16258,4178,2,,1/07/2019,1/07/2019,1/08/2019,,BAYSIDE HSC,10,21,,,Lytton,Townhouse,31.0,Public Housing,Brisbane,2019
16259,4178,2,,1/12/2019,1/12/2019,1/12/2019,,BAYSIDE HSC,8,1,,,Lytton,Townhouse,9.0,Public Housing,Brisbane,2019
16260,4178,2,,1/07/2019,1/07/2019,1/08/2019,,BAYSIDE HSC,11,24,,,Lytton,Townhouse,35.0,Public Housing,Brisbane,2019
16261,4178,3,,1/10/2019,1/10/2019,1/10/2019,,BAYSIDE HSC,11,2,,,Lytton,Townhouse,13.0,Public Housing,Brisbane,2019
16262,4178,2,,1/09/2019,1/10/2019,1/11/2019,,BAYSIDE HSC,15,38,,,Lytton,Townhouse,53.0,Public Housing,Brisbane,2019
16263,4178,2,,1/11/2019,1/11/2019,1/12/2019,,BAYSIDE HSC,12,24,,,Lytton,Townhouse,36.0,Public Housing,Brisbane,2019
16264,4178,2,,1/02/2020,1/02/2020,1/03/2020,,BAYSIDE HSC,11,7,,,Lytton,Townhouse,18.0,Public Housing,Brisbane,2020
16265,4178,2,,1/06/2019,1/09/2019,1/09/2019,,BAYSIDE HSC,91,12,,,Lytton,Townhouse,103.0,Public Housing,Brisbane,2019
16266,4178,3,,1/11/2019,1/11/2019,1/12/2019,,BAYSIDE HSC,16,11,,,Lytton,Townhouse,27.0,Public Housing,Brisbane,2019
16267,4178,2,,1/11/2019,1/11/2019,1/12/2019,,BAYSIDE HSC,8,15,,,Lytton,Townhouse,23.0,Public Housing,Brisbane,2019
16268,4178,4,,1/07/2019,1/08/2019,1/08/2019,,BAYSIDE HSC,23,3,,,Lytton,Detached House,26.0,Public Housing,Brisbane,2019
16269,4178,4,,1/05/2020,1/06/2020,1/06/2020,,BAYSIDE HSC,20,8,,,Lytton,Detached House,28.0,Public Housing,Brisbane,2020
16270,4178,4,,1/04/2019,1/09/2019,1/09/2019,,BAYSIDE HSC,131,6,,,Lytton,Detached House,137.0,Public Housing,Brisbane,2019
16271,4105,1,,1/06/2019,1/08/2019,1/08/2019,,BURANDA HSC,43,1,,,Miller,Apartment,44.0,Public Housing,Brisbane,2019
16272,4105,1,,1/02/2020,1/03/2020,1/03/2020,,BURANDA HSC,11,0,,,Miller,Apartment,11.0,Public Housing,Brisbane,2020
16273,4051,1,,1/01/2020,1/01/2020,1/02/2020,,FORTITUDE VALLEY HSC,16,25,,,Ferny Grove,Apartment,41.0,Public Housing,Brisbane,2020
16274,4170,2,,1/01/2020,1/01/2020,1/02/2020,,BURANDA HSC,9,13,,,Bulimba,Townhouse,22.0,Public Housing,Brisbane,2020
16275,4170,2,,1/06/2019,1/07/2019,1/07/2019,,BURANDA HSC,34,6,,,Bulimba,Townhouse,40.0,Public Housing,Brisbane,2019
16276,4053,1,,1/08/2019,1/08/2019,1/08/2019,,CHERMSIDE HSC,3,7,,,Stafford,Apartment,10.0,Public Housing,Brisbane,2019
16277,4170,2,,1/09/2019,1/09/2019,1/09/2019,,BURANDA HSC,0,0,,,Bulimba,Townhouse,0.0,Public Housing,Brisbane,2019
16278,4170,2,,1/09/2019,1/09/2019,1/10/2019,,BURANDA HSC,13,3,,,Bulimba,Townhouse,16.0,Public Housing,Brisbane,2019
16279,4170,2,,1/02/2020,1/03/2020,1/03/2020,,BURANDA HSC,34,0,,,Bulimba,Townhouse,34.0,Community Housing,Brisbane,2020
16280,4170,2,,1/05/2020,1/06/2020,1/06/2020,,BURANDA HSC,13,4,,,Bulimba,Townhouse,17.0,Public Housing,Brisbane,2020
16281,4051,2,,1/02/2020,1/02/2020,1/02/2020,,FORTITUDE VALLEY HSC,14,2,,,Everton,Townhouse,16.0,Public Housing,Brisbane,2020
16282,4103,2,,1/03/2020,1/03/2020,1/03/2020,,BURANDA HSC,15,8,,,Miller,Townhouse,23.0,Public Housing,Brisbane,2020
16283,4151,1,,1/03/2020,1/04/2020,1/04/2020,,BURANDA HSC,9,18,,,Greenslopes,Apartment,27.0,Public Housing,Brisbane,2020
16284,4006,1,,1/09/2019,1/09/2019,1/09/2019,,FORTITUDE VALLEY HSC,14,4,,,McConnel,Apartment,18.0,Public Housing,Brisbane,2019
16285,4006,1,,1/10/2019,1/11/2019,1/11/2019,,FORTITUDE VALLEY HSC,14,13,,,McConnel,Apartment,27.0,Public Housing,Brisbane,2019
16286,4006,1,,1/04/2020,1/04/2020,1/04/2020,,FORTITUDE VALLEY HSC,15,1,,,McConnel,Apartment,16.0,Public Housing,Brisbane,2020
16287,4006,1,,1/02/2020,1/02/2020,1/03/2020,,FORTITUDE VALLEY HSC,12,21,,,McConnel,Apartment,33.0,Public Housing,Brisbane,2020
16288,4034,2,,1/08/2019,1/09/2019,1/09/2019,,CHERMSIDE HSC,12,1,,,Nudgee,Townhouse,13.0,Public Housing,Brisbane,2019
16289,4012,1,,1/06/2019,1/06/2019,1/07/2019,,CHERMSIDE HSC,9,8,,,Nudgee,Apartment,17.0,Public Housing,Brisbane,2019
16290,4012,1,,1/06/2020,1/06/2020,1/06/2020,,CHERMSIDE HSC,9,6,,,Nudgee,Apartment,15.0,Public Housing,Brisbane,2020
16291,4012,1,,1/12/2019,1/12/2019,1/02/2020,,CHERMSIDE HSC,7,45,,,Nudgee,Apartment,52.0,Public Housing,Brisbane,2020
16292,4120,1,,1/05/2019,1/07/2019,1/07/2019,,BURANDA HSC,38,1,,,Greenslopes,Apartment,39.0,Public Housing,Brisbane,2019
16293,4102,1,,1/11/2019,1/11/2019,1/12/2019,,FORTITUDE VALLEY HSC,12,7,,,South Brisbane,Apartment,19.0,Public Housing,Brisbane,2019
16294,4102,1,,1/08/2019,1/09/2019,1/09/2019,,FORTITUDE VALLEY HSC,19,2,,,South Brisbane,Apartment,21.0,Public Housing,Brisbane,2019
16295,4102,1,,1/09/2019,1/10/2019,1/10/2019,,FORTITUDE VALLEY HSC,27,8,,,South Brisbane,Apartment,35.0,Public Housing,Brisbane,2019
16296,4051,2,,1/04/2020,1/05/2020,1/05/2020,,FORTITUDE VALLEY HSC,18,2,,,Everton,Apartment,20.0,Public Housing,Brisbane,2020
16297,4051,2,,1/08/2019,1/08/2019,1/08/2019,,FORTITUDE VALLEY HSC,0,0,,,Everton,Apartment,0.0,Public Housing,Brisbane,2019
16298,4051,2,,1/04/2020,1/05/2020,1/05/2020,,FORTITUDE VALLEY HSC,27,3,,,Everton,Apartment,30.0,Public Housing,Brisbane,2020
16299,4051,2,,1/01/2020,1/02/2020,1/02/2020,,FORTITUDE VALLEY HSC,17,1,,,Everton,Apartment,18.0,Public Housing,Brisbane,2020
16300,4152,1,,1/05/2020,1/05/2020,1/06/2020,,BURANDA HSC,9,22,,,Bulimba,Apartment,31.0,Public Housing,Brisbane,2020
16301,4152,1,,1/11/2019,1/11/2019,1/12/2019,,BURANDA HSC,13,8,,,Bulimba,Apartment,21.0,Public Housing,Brisbane,2019
16302,4152,1,,1/05/2020,1/06/2020,1/06/2020,,BURANDA HSC,19,2,,,Bulimba,Apartment,21.0,Public Housing,Brisbane,2020
16303,4152,1,,1/04/2020,1/04/2020,1/06/2020,,BURANDA HSC,13,36,,,Bulimba,Apartment,49.0,Public Housing,Brisbane,2020
16304,4152,1,,1/04/2020,1/05/2020,1/05/2020,,BURANDA HSC,29,14,,,Bulimba,Apartment,43.0,Public Housing,Brisbane,2020
16305,4032,1,,1/03/2020,1/03/2020,1/04/2020,,CHERMSIDE HSC,9,19,,,Stafford,Apartment,28.0,Public Housing,Brisbane,2020
16306,4032,1,,1/12/2019,1/01/2020,1/02/2020,,CHERMSIDE HSC,30,35,,,Stafford,Apartment,65.0,Public Housing,Brisbane,2020
16307,4115,2,,1/05/2020,1/06/2020,1/06/2020,,INALA HSC,19,2,,,Algester,Townhouse,21.0,Public Housing,Brisbane,2020
16308,4115,3,,1/01/2020,1/01/2020,1/01/2020,,INALA HSC,13,3,,,Algester,Townhouse,16.0,Public Housing,Brisbane,2020
16309,4115,2,,1/04/2020,1/04/2020,1/05/2020,,INALA HSC,10,1,,,Algester,Townhouse,11.0,Public Housing,Brisbane,2020
16310,4153,2,,1/01/2020,1/02/2020,1/03/2020,,BAYSIDE HSC,26,22,,,Chatsworth,Townhouse,48.0,Public Housing,Brisbane,2020
16311,4153,2,,1/12/2019,1/01/2020,1/02/2020,,BAYSIDE HSC,43,4,,,Chatsworth,Townhouse,47.0,Public Housing,Brisbane,2020
16312,4153,2,,1/05/2019,1/06/2019,1/07/2019,,BAYSIDE HSC,36,21,,,Chatsworth,Townhouse,57.0,Public Housing,Brisbane,2019
16313,4034,2,,1/09/2019,1/10/2019,1/11/2019,,CHERMSIDE HSC,18,35,,,Nudgee,Townhouse,53.0,Public Housing,Brisbane,2019
16314,4034,2,,1/09/2019,1/09/2019,1/10/2019,,CHERMSIDE HSC,16,22,,,Nudgee,Townhouse,38.0,Public Housing,Brisbane,2019
16315,4034,2,,1/10/2019,1/10/2019,1/11/2019,,CHERMSIDE HSC,0,24,,,Nudgee,Townhouse,24.0,Public Housing,Brisbane,2019
16316,4034,2,,1/03/2020,1/03/2020,1/05/2020,,CHERMSIDE HSC,15,49,,,Nudgee,Townhouse,64.0,Public Housing,Brisbane,2020
16317,4102,1,,1/05/2020,1/06/2020,1/06/2020,,BURANDA HSC,19,7,,,South Brisbane,Apartment,26.0,Public Housing,Brisbane,2020
16318,4109,2,,1/11/2019,1/11/2019,1/11/2019,,BURANDA HSC,13,7,,,Stretton,Townhouse,20.0,Public Housing,Brisbane,2019
16319,4109,3,,1/06/2019,1/06/2019,1/07/2019,,BURANDA HSC,17,11,,,Stretton,Townhouse,28.0,Public Housing,Brisbane,2019
16320,4109,2,,1/06/2019,1/06/2019,1/07/2019,,BURANDA HSC,14,6,,,Stretton,Townhouse,20.0,Public Housing,Brisbane,2019
16321,4169,2,,1/12/2019,1/12/2019,1/12/2019,,FORTITUDE VALLEY HSC,15,4,,,South Brisbane,Townhouse,19.0,Public Housing,Brisbane,2019
16322,4051,1,,1/08/2019,1/08/2019,1/08/2019,,FORTITUDE VALLEY HSC,9,6,,,Stafford,Apartment,15.0,Public Housing,Brisbane,2019
16323,4103,3,,1/12/2019,1/12/2019,1/01/2020,,BURANDA HSC,7,25,,,Miller,Townhouse,32.0,Public Housing,Brisbane,2020
16324,4105,1,,1/02/2020,1/03/2020,1/03/2020,,BURANDA HSC,7,6,,,Toohey,Apartment,13.0,Public Housing,Brisbane,2020
16325,4105,1,,1/10/2019,1/10/2019,1/10/2019,,BURANDA HSC,7,4,,,Miller,Apartment,11.0,Public Housing,Brisbane,2019
16326,4030,1,,1/07/2019,1/08/2019,1/08/2019,,FORTITUDE VALLEY HSC,16,13,,,Clayfield,Apartment,29.0,Public Housing,Brisbane,2019
16327,4122,2,,1/12/2019,1/01/2020,1/01/2020,,BURANDA HSC,23,5,,,Mansfield,Duplex,28.0,Public Housing,Brisbane,2020
16328,4169,2,,1/09/2019,1/10/2019,1/10/2019,,FORTITUDE VALLEY HSC,15,1,,,South Brisbane,Townhouse,16.0,Public Housing,Brisbane,2019
16329,4169,2,,1/11/2019,1/11/2019,1/11/2019,,FORTITUDE VALLEY HSC,9,7,,,South Brisbane,Townhouse,16.0,Public Housing,Brisbane,2019
16330,4170,2,,1/09/2019,1/09/2019,1/10/2019,,BURANDA HSC,16,12,,,Bulimba,Townhouse,28.0,Public Housing,Brisbane,2019
16331,4179,2,,1/09/2019,1/10/2019,1/10/2019,,BAYSIDE HSC,15,17,,,Lytton,Townhouse,32.0,Public Housing,Brisbane,2019
16332,4179,2,,1/02/2020,1/02/2020,1/03/2020,,BAYSIDE HSC,11,7,,,Lytton,Townhouse,18.0,Public Housing,Brisbane,2020
16333,4179,2,,1/06/2019,1/07/2019,1/07/2019,,BAYSIDE HSC,22,10,,,Lytton,Townhouse,32.0,Public Housing,Brisbane,2019
16334,4179,2,,1/12/2019,1/01/2020,1/01/2020,,BAYSIDE HSC,34,10,,,Lytton,Townhouse,44.0,Public Housing,Brisbane,2020
16335,4179,2,,1/06/2019,1/07/2019,1/08/2019,,BAYSIDE HSC,16,18,,,Lytton,Townhouse,34.0,Public Housing,Brisbane,2019
16336,4179,2,,1/12/2019,1/01/2020,1/01/2020,,BAYSIDE HSC,25,16,,,Lytton,Townhouse,41.0,Public Housing,Brisbane,2020
16337,4179,3,,1/08/2019,1/09/2019,1/09/2019,,BAYSIDE HSC,14,7,,,Lytton,Townhouse,21.0,Public Housing,Brisbane,2019
16338,4179,2,,1/02/2020,1/03/2020,1/04/2020,,BAYSIDE HSC,9,28,,,Lytton,Townhouse,37.0,Public Housing,Brisbane,2020
16339,4179,3,,1/08/2019,1/09/2019,1/10/2019,,BAYSIDE HSC,15,28,,,Lytton,Townhouse,43.0,Public Housing,Brisbane,2019
16340,4179,2,,1/12/2019,1/12/2019,1/12/2019,,BAYSIDE HSC,0,0,,,Lytton,Townhouse,0.0,Public Housing,Brisbane,2019
16341,4179,2,,1/12/2019,1/01/2020,1/01/2020,,BAYSIDE HSC,35,6,,,Lytton,Townhouse,41.0,Public Housing,Brisbane,2020
16342,4179,2,,1/08/2019,1/09/2019,1/09/2019,,BAYSIDE HSC,31,0,,,Lytton,Townhouse,31.0,Public Housing,Brisbane,2019
16343,4179,3,,1/07/2019,1/07/2019,1/07/2019,,BAYSIDE HSC,13,1,,,Lytton,Townhouse,14.0,Public Housing,Brisbane,2019
16344,4179,3,,1/10/2019,1/11/2019,1/11/2019,,BAYSIDE HSC,32,7,,,Lytton,Townhouse,39.0,Public Housing,Brisbane,2019
16345,4012,2,,1/06/2019,1/07/2019,1/07/2019,,CHERMSIDE HSC,11,3,,,Nudgee,Townhouse,14.0,Public Housing,Brisbane,2019
16346,4053,2,,1/06/2019,1/07/2019,1/07/2019,,FORTITUDE VALLEY HSC,13,8,,,Ferny Grove,Townhouse,21.0,Public Housing,Brisbane,2019
16347,4010,1,,1/11/2019,1/12/2019,1/12/2019,,FORTITUDE VALLEY HSC,14,4,,,Clayfield,Apartment,18.0,Public Housing,Brisbane,2019
16348,4010,1,,1/07/2019,1/08/2019,1/08/2019,,FORTITUDE VALLEY HSC,9,11,,,Clayfield,Apartment,20.0,Public Housing,Brisbane,2019
16349,4010,1,,1/12/2019,1/01/2020,1/04/2020,,FORTITUDE VALLEY HSC,45,68,,,Clayfield,Apartment,113.0,Public Housing,Brisbane,2020
16350,4010,1,,1/10/2019,1/11/2019,1/11/2019,,FORTITUDE VALLEY HSC,31,21,,,Clayfield,Apartment,52.0,Public Housing,Brisbane,2019
16351,4010,1,,1/12/2019,1/12/2019,1/01/2020,,FORTITUDE VALLEY HSC,0,37,,,Clayfield,Apartment,37.0,Public Housing,Brisbane,2020
16352,4077,1,,1/09/2019,1/11/2019,1/11/2019,,INALA HSC,71,0,,,Inala,Apartment,71.0,Public Housing,Brisbane,2019
16353,4077,1,,1/08/2019,1/09/2019,1/09/2019,,INALA HSC,45,9,,,Inala,Apartment,54.0,Public Housing,Brisbane,2019
16354,4077,1,,1/09/2019,1/10/2019,1/11/2019,,INALA HSC,13,49,,,Inala,Apartment,62.0,Public Housing,Brisbane,2019
16355,4077,1,,1/12/2019,1/12/2019,1/01/2020,,INALA HSC,13,15,,,Inala,Apartment,28.0,Public Housing,Brisbane,2020
16356,4077,1,,1/05/2020,1/06/2020,1/06/2020,,INALA HSC,9,26,,,Inala,Apartment,35.0,Public Housing,Brisbane,2020
16357,4077,1,,1/09/2019,1/10/2019,1/11/2019,,INALA HSC,13,42,,,Inala,Apartment,55.0,Public Housing,Brisbane,2019
16358,4077,1,,1/07/2019,1/08/2019,1/08/2019,,INALA HSC,11,12,,,Inala,Apartment,23.0,Public Housing,Brisbane,2019
16359,4077,1,,1/09/2019,1/12/2019,1/12/2019,,INALA HSC,85,0,,,Inala,Apartment,85.0,Public Housing,Brisbane,2019
16360,4077,1,,1/01/2020,1/02/2020,1/02/2020,,INALA HSC,18,4,,,Inala,Apartment,22.0,Public Housing,Brisbane,2020
16361,4152,3,,1/06/2019,1/07/2019,1/07/2019,,BURANDA HSC,11,6,,,Bulimba,Cluster House,17.0,Public Housing,Brisbane,2019
16362,4122,4,,1/12/2019,1/02/2020,1/02/2020,,BURANDA HSC,59,14,,,Mansfield,Cluster House,73.0,Public Housing,Brisbane,2020
16363,4122,3,,1/06/2019,1/07/2019,1/07/2019,,BURANDA HSC,9,8,,,Mansfield,Cluster House,17.0,Public Housing,Brisbane,2019
16364,4122,4,,1/12/2019,1/01/2020,1/01/2020,,BURANDA HSC,28,8,,,Mansfield,Cluster House,36.0,Public Housing,Brisbane,2020
16365,4122,3,,1/10/2019,1/11/2019,1/11/2019,,BURANDA HSC,35,0,,,Mansfield,Cluster House,35.0,Public Housing,Brisbane,2019
16366,4077,3,,1/04/2020,1/04/2020,1/05/2020,,INALA HSC,17,14,,,Inala,Townhouse,31.0,Public Housing,Brisbane,2020
16367,4032,1,,1/11/2019,1/12/2019,1/02/2020,,CHERMSIDE HSC,17,48,,,Stafford,Apartment,65.0,Public Housing,Brisbane,2020
16368,4032,1,,1/05/2020,1/05/2020,1/06/2020,,CHERMSIDE HSC,17,5,,,Stafford,Apartment,22.0,Public Housing,Brisbane,2020
16369,4032,1,,1/08/2019,1/08/2019,1/08/2019,,CHERMSIDE HSC,10,1,,,Stafford,Apartment,11.0,Public Housing,Brisbane,2019
16370,4032,1,,1/06/2020,1/06/2020,1/06/2020,,CHERMSIDE HSC,9,9,,,Stafford,Apartment,18.0,Public Housing,Brisbane,2020
16371,4032,1,,1/06/2019,1/07/2019,1/07/2019,,CHERMSIDE HSC,15,11,,,Stafford,Apartment,26.0,Public Housing,Brisbane,2019
16372,4032,1,,1/02/2020,1/02/2020,1/03/2020,,CHERMSIDE HSC,11,25,,,Stafford,Apartment,36.0,Public Housing,Brisbane,2020
16373,4032,1,,1/08/2019,1/09/2019,1/09/2019,,CHERMSIDE HSC,9,3,,,Stafford,Apartment,12.0,Public Housing,Brisbane,2019
16374,4032,1,,1/04/2020,1/04/2020,1/05/2020,,CHERMSIDE HSC,14,28,,,Stafford,Apartment,42.0,Public Housing,Brisbane,2020
16375,4032,3,,1/01/2019,1/07/2019,1/07/2019,,CHERMSIDE HSC,184,4,,,Stafford,Cluster House,188.0,Public Housing,Brisbane,2019
16376,4122,1,,1/03/2020,1/04/2020,1/05/2020,,BURANDA HSC,15,16,,,Greenslopes,Apartment,31.0,Public Housing,Brisbane,2020
16377,4122,1,,1/08/2019,1/09/2019,1/09/2019,,BURANDA HSC,8,6,,,Greenslopes,Apartment,14.0,Public Housing,Brisbane,2019
16378,4122,1,,1/10/2019,1/12/2019,1/12/2019,,BURANDA HSC,39,1,,,Greenslopes,Apartment,40.0,Public Housing,Brisbane,2019
16379,4122,1,,1/06/2019,1/07/2019,1/07/2019,,BURANDA HSC,10,14,,,Greenslopes,Apartment,24.0,Public Housing,Brisbane,2019
16380,4122,1,,1/02/2020,1/02/2020,1/02/2020,,BURANDA HSC,9,1,,,Greenslopes,Apartment,10.0,Public Housing,Brisbane,2020
16381,4077,3,,1/09/2019,1/09/2019,1/09/2019,,INALA HSC,12,11,,,Inala,Detached House,23.0,Public Housing,Brisbane,2019
16382,4178,1,,1/12/2019,1/01/2020,1/01/2020,,BAYSIDE HSC,18,7,,,Lytton,Apartment,25.0,Public Housing,Brisbane,2020
16383,4075,1,,1/08/2019,1/08/2019,1/09/2019,,INALA HSC,8,21,,,Mount Ommaney,Apartment,29.0,Public Housing,Brisbane,2019
16384,4075,1,,1/11/2019,1/11/2019,1/11/2019,,INALA HSC,13,2,,,Mount Ommaney,Apartment,15.0,Public Housing,Brisbane,2019
16385,4013,1,,1/01/2020,1/02/2020,1/03/2020,,CHERMSIDE HSC,14,33,,,Nudgee,Apartment,47.0,Public Housing,Brisbane,2020
16386,4013,1,,1/10/2019,1/11/2019,1/12/2019,,CHERMSIDE HSC,16,30,,,Nudgee,Apartment,46.0,Public Housing,Brisbane,2019
16387,4013,1,,1/12/2019,1/01/2020,1/02/2020,,CHERMSIDE HSC,23,43,,,Nudgee,Apartment,66.0,Public Housing,Brisbane,2020
16388,4170,1,,1/03/2020,1/04/2020,1/04/2020,,BURANDA HSC,11,22,,,Bulimba,Apartment,33.0,Public Housing,Brisbane,2020
16389,4170,1,,1/07/2019,1/08/2019,1/08/2019,,BURANDA HSC,21,18,,,Bulimba,Apartment,39.0,Public Housing,Brisbane,2019
16390,4170,1,,1/03/2020,1/04/2020,1/04/2020,,BURANDA HSC,13,8,,,Bulimba,Apartment,21.0,Public Housing,Brisbane,2020
16391,4170,1,,1/09/2019,1/10/2019,1/10/2019,,BURANDA HSC,11,10,,,Bulimba,Apartment,21.0,Public Housing,Brisbane,2019
16392,4170,1,,1/11/2019,1/11/2019,1/11/2019,,BURANDA HSC,10,7,,,Bulimba,Apartment,17.0,Public Housing,Brisbane,2019
16393,4101,1,,1/01/2020,1/01/2020,1/02/2020,,FORTITUDE VALLEY HSC,14,18,,,South Brisbane,Apartment,32.0,Public Housing,Brisbane,2020
16394,4101,1,,1/11/2019,1/11/2019,1/12/2019,,FORTITUDE VALLEY HSC,21,23,,,South Brisbane,Apartment,44.0,Public Housing,Brisbane,2019
16395,4101,1,,1/12/2019,1/02/2020,1/02/2020,,FORTITUDE VALLEY HSC,50,10,,,South Brisbane,Apartment,60.0,Public Housing,Brisbane,2020
16396,4101,2,,1/05/2020,1/05/2020,1/05/2020,,FORTITUDE VALLEY HSC,15,0,,,South Brisbane,Apartment,15.0,Public Housing,Brisbane,2020
16397,4101,2,,1/06/2020,1/06/2020,1/06/2020,,FORTITUDE VALLEY HSC,18,3,,,South Brisbane,Apartment,21.0,Public Housing,Brisbane,2020
16398,4005,1,,1/02/2020,1/03/2020,1/03/2020,,FORTITUDE VALLEY HSC,19,15,,,McConnel,Apartment,34.0,Public Housing,Brisbane,2020
16399,4121,1,,1/06/2020,1/06/2020,1/06/2020,,BURANDA HSC,13,4,,,Greenslopes,Apartment,17.0,Public Housing,Brisbane,2020
16400,4121,1,,1/04/2020,1/04/2020,1/05/2020,,BURANDA HSC,14,15,,,Greenslopes,Apartment,29.0,Public Housing,Brisbane,2020
16401,4121,1,,1/08/2019,1/08/2019,1/08/2019,,BURANDA HSC,9,7,,,Greenslopes,Apartment,16.0,Public Housing,Brisbane,2019
16402,4121,1,,1/02/2020,1/02/2020,1/03/2020,,BURANDA HSC,22,7,,,Greenslopes,Apartment,29.0,Public Housing,Brisbane,2020
16403,4121,1,,1/04/2020,1/05/2020,1/06/2020,,BURANDA HSC,18,27,,,Greenslopes,Apartment,45.0,Public Housing,Brisbane,2020
16404,4121,1,,1/12/2019,1/01/2020,1/01/2020,,BURANDA HSC,23,4,,,Greenslopes,Apartment,27.0,Public Housing,Brisbane,2020
16405,4122,1,,1/01/2020,1/01/2020,1/02/2020,,BURANDA HSC,12,9,,,Mansfield,Apartment,21.0,Public Housing,Brisbane,2020
16406,4122,1,,1/03/2020,1/03/2020,1/04/2020,,BURANDA HSC,13,37,,,Mansfield,Apartment,50.0,Public Housing,Brisbane,2020
16407,4051,2,,1/12/2019,1/12/2019,1/12/2019,,FORTITUDE VALLEY HSC,0,0,,,Stafford,Townhouse,0.0,Public Housing,Brisbane,2019
16408,4077,3,,1/09/2019,1/09/2019,1/09/2019,,INALA HSC,0,0,,,Inala,Detached House,0.0,Public Housing,Brisbane,2019
16409,4077,3,,1/11/2019,1/03/2020,1/03/2020,,INALA HSC,130,5,,,Inala,Detached House,135.0,Public Housing,Brisbane,2020
16410,4051,1,,1/03/2020,1/04/2020,1/04/2020,,FORTITUDE VALLEY HSC,30,18,,,Stafford,Apartment,48.0,Public Housing,Brisbane,2020
16411,4171,1,,1/09/2019,1/09/2019,1/10/2019,,BURANDA HSC,11,3,,,Bulimba,Apartment,14.0,Public Housing,Brisbane,2019
16412,4169,1,,1/04/2020,1/05/2020,1/05/2020,,FORTITUDE VALLEY HSC,19,3,,,South Brisbane,Apartment,22.0,Public Housing,Brisbane,2020
16413,4012,1,,1/03/2020,1/03/2020,1/03/2020,,CHERMSIDE HSC,1,1,,,Nudgee,Apartment,2.0,Public Housing,Brisbane,2020
16414,4012,1,,1/05/2020,1/06/2020,1/06/2020,,CHERMSIDE HSC,9,25,,,Nudgee,Apartment,34.0,Public Housing,Brisbane,2020
16415,4012,1,,1/12/2019,1/01/2020,1/03/2020,,CHERMSIDE HSC,26,53,,,Nudgee,Apartment,79.0,Public Housing,Brisbane,2020
16416,4104,1,,1/03/2020,1/03/2020,1/03/2020,,BURANDA HSC,15,8,,,Miller,Apartment,23.0,Public Housing,Brisbane,2020
16417,4104,1,,1/02/2020,1/02/2020,1/03/2020,,BURANDA HSC,9,11,,,Miller,Apartment,20.0,Public Housing,Brisbane,2020
16418,4104,1,,1/12/2019,1/12/2019,1/12/2019,,BURANDA HSC,11,8,,,Miller,Apartment,19.0,Public Housing,Brisbane,2019
